villain,movie,line_number,dialogue,direction,word_count
Patrick Bateman,American Psycho,36,"You'll notice that my friends and I all look and behave in a remarkably similar fashion, but there are subtle differences between us. McDermott is the biggest asshole. Van Patten is the yes man. Price is the most wired. I'm the best looking. We all have light tans. Right now I'm in a bad mood because this is not a good table, and Van Patten keeps asking dumb, obvious questions about how to dress .",,75
Patrick Bateman,American Psycho,52,Or can it be worn with a suit? McDERMOTT (Smiling) Exactly,,11
Patrick Bateman,American Psycho,57,With discreet pinstripes you should wear a subdued blue or charcoal gray vest. A plaid suit would cal I for a bolder vest. McDERMOTT But avoid matching the vest's pattern with your socks or tie. Wearing argyle socks with an argyle vest will look too studied.,,46
Patrick Bateman,American Psycho,72,Van Patten looks puffy. Has he stopped working out?,,9
Patrick Bateman,American Psycho,97,That's not Paul Owen. Paul Owen's on the other side of the room. Over there. He points to another handsome young man with slicked-back hair and horn-rimmed glasses. McDERMOTT Who is he with?,,33
Patrick Bateman,American Psycho,121,"Oh Jesus, McDermott, what does that have to do with anything? McDERMOTT Listen. I've seen the bastard sitting in his office on the phone with CEOs, spinning a fucking menorah. The bastard brought a Hanukkah bush into the office last December.",,41
Patrick Bateman,American Psycho,127,"You spin a dreidel, McDermott, not a menorah. You spin a dreidel. McDERMOTT Oh my God. Bateman, do you want me to fry you up some fucking potato pancakes? Some latkes?",,31
Patrick Bateman,American Psycho,132,No. Just cool it with the anti-Semitic remarks. McDERMOTT Oh I forgot. Bateman's dating someone from the ACLU. Price leans over and pats Bateman on the back.,,27
Patrick Bateman,American Psycho,157,"Whoa, wait. May I ask where Pamela is during all this? McDERMOTT Oh fuck you. I want a blowjob, Bate-man. I want a chick who's gonna let me-",,28
Patrick Bateman,American Psycho,194,"I'm not sure, guy, but I don't think dyslexia is a virus.",,12
Patrick Bateman,American Psycho,209,Maybe it's just the light.,,5
Patrick Bateman,American Psycho,216,What?,,1
Patrick Bateman,American Psycho,223,It's definitely weak but I have a feeling if we do enough of it we'll be okay.,,17
Patrick Bateman,American Psycho,238,Calm down. Let's do it anyway,,6
Patrick Bateman,American Psycho,252,"That's the spirit. They both dig their platinum Amex cards into the envelope of white powder, shoveling it up their noses, then sticking their fingers in to catch the residue and rubbing it into their gums.",,36
Patrick Bateman,American Psycho,271,"My name is Patrick Bateman. I am twenty-six years old. I live in the American Garden Buildings on West Eighty-First Street, on the eleventh floor Tom Cruise lives in the penthouse. Bateman walks into his bathroom, urinates while trying to see his reflection in a poster for Les Miserables above his toilet.",,52
Patrick Bateman,American Psycho,276,"(V.0.) I believe in taking care of myself, in a balanced diet, in a rigorous exercise routine. In the morning, if my face is a little puffy, I'll put on an ice pack while doing my stomach crunches. I can do a thousand now. Bateman ties a plastic ice pack around his face. Bateman does his morning stretching exercises in the living room wearing the ice pack. A mirror-lined bathroom. Bateman is luxuriating in the shower steam, scrubbing his body, admiring his muscles. BATEMAN (V.O.) After I remove the icepack, I use a deep pore-cleanser lotion. In the shower, I use a water-activated gel cleanser, then a honey-almond body scrub, and on the face an exfoliating gel scrub. Bateman stands in front of a massive marble sink applying a gel facial masque.",,132
Patrick Bateman,American Psycho,287,"Then I apply an herb mint facial masque which I leave on for ten minutes while I prepare the rest of my routine. Bateman opens the door of a mirrored cabinet, which is stocked with immaculate rows of skin care products. He begins selecting bottles jars and brushes, laying them in readiness on the marble counter.",,56
Patrick Bateman,American Psycho,291,"I always use an after-shave lotion with little or no alcohol because alcohol dries your face out and makes you look older. Then moisturizer, then an anti-aging eye balm, followed by a final moisturizing ""protective"" lotion... Bateman stares into the mirror. The masque has dried, giving his face a strange distorted look as if it has been wrapped in plastic. He begins slowly peeling the gel masque off his face.",,70
Patrick Bateman,American Psycho,296,"There is an idea of a Patrick Bateman, some kind of abstraction, hut there is no real me, only an entity, something illusory, and though I can hide my cold gaze and you can shake my hand and feel flesh gripping you and maybe you can even sense our lifestyles are probably comparable:",,53
Patrick Bateman,American Psycho,304,"It is hard for me to make sense on any given level. My self is fabricated, an aberration. My personality is sketchy and unformed, my heartlessness goes deep and is persistent. Fully dressed in Armani, Bateman stands in front of a full-length mirror in the middle of his vast bedroom, adjusting his cuff-links.",,53
Patrick Bateman,American Psycho,308,"My conscience, my pity, my hopes disappeared a long time ago, if they ever did exist. He gives a last look at the mirror and likes what he sees. He gives his reflection a smile.",,35
Patrick Bateman,American Psycho,322,Aerobics class. Sorry. Any messages?,,5
Patrick Bateman,American Psycho,328,I occasionally box with Ricky at the Harvard Club. Anyone else?,,11
Patrick Bateman,American Psycho,334,When?,,1
Patrick Bateman,American Psycho,340,Negative. Cancel it. Jean follows him into his office.,,9
Patrick Bateman,American Psycho,347,Just...say...no.,,1
Patrick Bateman,American Psycho,354,"Okay, Jean. I need reservations for three at Camols at twelve-thirty, and if not there, try Crayons. All right?",,19
Patrick Bateman,American Psycho,363,Oh wait. And I need reservations for two at Arcadia at eight tonight. Jean turns around.,,16
Patrick Bateman,American Psycho,370,"No, silly. Forget it. I'll make them. Thanks.",,8
Patrick Bateman,American Psycho,376,"No. No. Be a doll and just get me a Perrier, okay?",,12
Patrick Bateman,American Psycho,386,Is that the Ransom file? Thanks. Don't wear that outfit again.,,11
Patrick Bateman,American Psycho,392,"I said ""Do not wear that outfit again."" Wear a dress. A skirt or something. Jean stands there, then looks down at herself.",,23
Patrick Bateman,American Psycho,401,"Come on, you're prettier than that.",,6
Patrick Bateman,American Psycho,408,"I'm not here. And high heels. I like high heels. As Jean leaves, Bateman clicks on the TV set in one corner of the room and starts watching Jeopardy!",,29
Patrick Bateman,American Psycho,419,I'm trying to listen to the new George Michael tape but Evelyn-my supposed fianc?e-keeps buzzing in my ear. Evelyn continues to make notes.,,23
Patrick Bateman,American Psycho,429,(Removing his Walkman) Do...what.,,4
Patrick Bateman,American Psycho,435,Evelyn?,,1
Patrick Bateman,American Psycho,441,Is your Evian spiked?,,4
Patrick Bateman,American Psycho,447,No-I can't take the time off work.,,7
Patrick Bateman,American Psycho,453,I don't want to talk about it.,,7
Patrick Bateman,American Psycho,459,Because I...want...to...fit...in. The taxi bumps to a halt.,,8
Patrick Bateman,American Psycho,466,"I'm on the verge of tears by the time we arrive at Espace since I'm positive we won't have a decent table, but we do, and relief washes over me in an awesome wave. Tm Price and two downtown types, STASH and VANDEN, are already seated. Vanden is about twenty, pretty and sullen, with green streaks in her black hair. Stash is pale, with ragged black hair and bad skin. They are all trying to read large stainless steel menus that look like minimalist art.",,85
Patrick Bateman,American Psycho,484,"Hi. Pat Bateman. Vanden takes his hand reluctantly, says nothing.",(After smiling at his own reflection in the mirror and checking his hair),10
Patrick Bateman,American Psycho,489,Let me guess-you live in the East Village? Pause.,,9
Patrick Bateman,American Psycho,506,"I am fairly sure that Timothy and Evelyn are having an affair. Timothy is the only interesting person I know. Courtney is almost perfect looking. She s usually operating on one or more psychiatric drugs. Tonight I believe it's Xanax. More disturbing than her drug use, though, is the fact that she's engaged to Luis Carruthers, the biggest dufus in the business. Courtney rouses herself from her drug haze.",,69
Patrick Bateman,American Psycho,530,"Oh come on. Price. There are a lot more important problems than Sri Lanka to worry about. Sure our foreign policy is important, but there are more pressing problems at hand.",,31
Patrick Bateman,American Psycho,536,"Well, we have to end apartheid for one. And slow down the nuclear arms race, stop terrorism and world hunger. But we can't ignore our social needs. either We have to stop people from abusing the welfare system. We have to provide food and shelter for the homeless and oppose racial discrimination and promote civil rights while also promoting equal rights for women but change the abortion laws to protect the right to life yet still somehow maintain women's freedom of choice. The table stares at Bateman uncomfortably.",,88
Patrick Bateman,American Psycho,541,"We also have to control the influx of illegal immigrants. We have to encourage a return to traditional moral values and curb graphic sex and violence on TV, in movies, in pop music, everywhere. Most importantly we have to promote general social concern and less materialism in young people. Price chokes on his drink. Everyone is silent and mystified.",,59
Patrick Bateman,American Psycho,551,Why don t you just go for Price?,,8
Patrick Bateman,American Psycho,557,He's rich.,,2
Patrick Bateman,American Psycho,563,He's good-looking.,,2
Patrick Bateman,American Psycho,569,He has a great body,,5
Patrick Bateman,American Psycho,583,No. I'm not. Why should I ?,,7
Patrick Bateman,American Psycho,589,It's not.,,2
Patrick Bateman,American Psycho,596,"Hello. The woman looks suspicious for a moment and then, seeing his smile, smiles back.",,15
Patrick Bateman,American Psycho,603,"Listen, wait. You're not...shhh wait... you're not giving me valid reasons. The woman continues to speak to him in another language, grabbing at the sleeve of the jacket.",,28
Patrick Bateman,American Psycho,607,What are you trying to say to me? Her husband has taken Bateman's horribly bloodstained sheets out of the bag and is staring at them.,,25
Patrick Bateman,American Psycho,611,Bleach-ee? Are you trying to say bleach-ee? Bleach-ee. Oh my God. She keeps pointing to the jacket and talking.,,19
Patrick Bateman,American Psycho,615,Two things. One. You can't bleach a Soprani. Out of the question. Two. Two. I can only get these sheets in Santa Fe. These are very expensive sheets and I really need them clean. She keeps talking and Bateman leans into her.,(Talking over her) (Louder),42
Patrick Bateman,American Psycho,622,"If you don't shut your fucking mouth I will kill you, are you understanding me? She talks faster.",,18
Patrick Bateman,American Psycho,626,"Now listen-I have a very important lunch meeting at Hubert's in thirty minutes, and I need those ...no wait, twenty minutes. I have a lunch meeting at Hubert's in twenty minutes with Ronald Harrison and I need those sheets cleaned by this afternoon. She keeps talking. BATEMAN Listen. I cannot understand you. Bateman starts laughing, slaps his hand down on the counter.",(Checks Rolex),62
Patrick Bateman,American Psycho,636,This is crazy. You're a fool. I can't cope with this. Bateman is on the verge of tears.,,18
Patrick Bateman,American Psycho,640,"Stupid bitchee! Understand? Oh Christ! Someone enters the store behind him. It's VICTORIA, late-twenties, attractive but a little overweight, wearing a tailored business suit with white sneakers and sports socks.",,30
Patrick Bateman,American Psycho,652,Hello (Mumbles un incomprehensible name) Awkward pause.,,7
Patrick Bateman,American Psycho,656,Well.,,1
Patrick Bateman,American Psycho,663,Then why can't they get these stains out? I mean can you talk to these people or something? I'm not getting anywhere. Victoria moves toward the sheet that the old man is holding up. She touches it and the woman behind the counter begins talking again.,,46
Patrick Bateman,American Psycho,672,"Um, well...it s cranberry juice. Cranapple. VICTORiA (Skeptically) Really?",,9
Patrick Bateman,American Psycho,677,"Well, I mean, um, it s really...Bosco. You know, like... like a Dove Bar. It's a Dove Bar...Hershey's Syrup?",,19
Patrick Bateman,American Psycho,684,"Listen, if you could talk to them I would really appreciate it. I'm really late. I have a lunch appointment at Hubert's in fifteen minutes. Bateman turns to leave.",(He yanks the sheet out of the man's hand),29
Patrick Bateman,American Psycho,693,"Yeah, well, oh boy, listen, I've got to go. Thank you, uh... Victoria?",,13
Patrick Bateman,American Psycho,700,"Oh, I don't know, Victoria. I'm at work all the time.",,11
Patrick Bateman,American Psycho,706,(Checking his watch) Next Saturday?,,5
Patrick Bateman,American Psycho,712,"Oh, can't, I'm afraid. Matin?e of Les Miserables. Listen, I've really got to go. I'll-Oh...Christ...I'll call you.",,17
Patrick Bateman,American Psycho,722,"Listen, what are you doing tonight?",,6
Patrick Bateman,American Psycho,728,"Listen, you're dating Luis, he's in Arizona. You're fucking me, and we haven't made plans. What could you possibly be up to tonight?",,23
Patrick Bateman,American Psycho,734,On a lot of lithium?,,5
Patrick Bateman,American Psycho,740,You should come have dinner with me.,,7
Patrick Bateman,American Psycho,746,Am I confused or were we talking about tonight?,,9
Patrick Bateman,American Psycho,753,Pumpkin?,,1
Patrick Bateman,American Psycho,759,Pumpkin you're dating an asshole.,,5
Patrick Bateman,American Psycho,765,Pumpkin you're dating the biggest dickweed in New York.,,9
Patrick Bateman,American Psycho,771,"Pumpkin, you're dating a tumbling, tumbling dickweed.",,7
Patrick Bateman,American Psycho,777,Courtney? Dinner?,,2
Patrick Bateman,American Psycho,783,I'm thinking Dorsia.,,3
Patrick Bateman,American Psycho,789,Nice?,,1
Patrick Bateman,American Psycho,795,"The question is do you like it, Courtney? And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.",,28
Patrick Bateman,American Psycho,802,Eight?,,1
Patrick Bateman,American Psycho,808,"Sounds like I'll have to. Don't fall asleep, okay? Wear something fabulous. Dorsia, remember? Bateman hangs up, opens up the Zagat's guide and dials the number for Dorsia with trembling fingers. It's busy and so he puts it on speakerphone, constant redial. He waits with his head in his hands, sweating with anxiety, until there is finally an answer.",,59
Patrick Bateman,American Psycho,818,Umm...yes...I know it's a little late but is it possible to reserve a table for two at eight or eight-thirty perhaps? Long pause. The Maitre D' starts giggling quietly and then more loudly until the laughter is almost hysterical and he hangs up the phone.,(Both of his eyes are closed),45
Patrick Bateman,American Psycho,829,Is that Donald Trump's car?,,5
Patrick Bateman,American Psycho,836,"You know, Courtney, you should take some more lithium. Or have a Diet Coke. Some caffeine might get you out of this slump.",,23
Patrick Bateman,American Psycho,847,J&B. Straight.,,2
Patrick Bateman,American Psycho,857,Yes.,,1
Patrick Bateman,American Psycho,863,"(Examining a menu that says ""Barcadia"" in large script) Yes, dear. Courtney almost falls asleep while looking at her menu, and starts to slide off of her chair. Bateman grabs her by both shoulders and props her up.",,38
Patrick Bateman,American Psycho,867,"Courtney, you're going to have the peanut butter soup with smoked duck and mashed squash. New York magazine called it a 'playful but mysterious little dish."" You'll love it. And then...the red snapper with violets and pine nuts. I think that'll follow nicely.",,43
Patrick Bateman,American Psycho,885,"Yes, Luis is a despicable twit. I hate him. He keeps fucking her.",,13
Patrick Bateman,American Psycho,892,Is it a what?,,4
Patrick Bateman,American Psycho,898,I'm ignoring you.,,3
Patrick Bateman,American Psycho,905,"(Slowing down but not stopping) What do you want, Courtney? She pushes him away from her.",,16
Patrick Bateman,American Psycho,909,It's a plain end. I think.,,6
Patrick Bateman,American Psycho,915,Oh Jesus. I'm going home.,,5
Patrick Bateman,American Psycho,921,"It's a plain end, see? So?",,6
Patrick Bateman,American Psycho,927,Why?,,1
Patrick Bateman,American Psycho,934,I'm getting out of here. Where's your lithium? Courtney throws a pillow over her head and starts crying.,,18
Patrick Bateman,American Psycho,942,"Oh Christ, this really isn't worth it. And see, Courtney, it's there for what? Huh? Tell us. (He slaps her again lightly) Why is it pulled down half an inch? So it can catch the force of the ejaculate!",,39
Patrick Bateman,American Psycho,952,"See? Happy? You dumb bitch? Are you happy, you dumb bitch?",,11
Patrick Bateman,American Psycho,966,"Lucky, I guess.",,3
Patrick Bateman,American Psycho,972,Uh huh.,,2
Patrick Bateman,American Psycho,978,"Your compliment was sufficient Luis. Carruthers is distracted by a question from the colleague on his left.Paul Owen enters, carrying the Wall St. Journal under his arm. He is handsome, supremely confident and self-satisfied; he sees himself as a leader among men.",(Catching Luis hand),42
Patrick Bateman,American Psycho,988,I've been great. And you? Their conversation fades down as we hear Bateman's thoughts.,,14
Patrick Bateman,American Psycho,991,"Owen has mistaken me for this dickhead Marcus Halberstam. It seems logical because Marcus also works at P&P and in fact does the same exact thing I do and he also has a penchant for Valentino suits and Oliver Peoples glasses. Marcus and I even go to the same barber, although I have a slightly better haircut. During this voiceover the CAMERA WANDERS over to MARCUS HALBERSTAM, who is conferring with a colleague in the opposite corner of the room. He bears a superficial resemblance to Bateman.",,87
Patrick Bateman,American Psycho,1001,(Nervous) It's...it's...all right.,,3
Patrick Bateman,American Psycho,1008,"Oh well, you know.",,4
Patrick Bateman,American Psycho,1014,Oh yes. I'm very lucky. McDermott and Price enter. McDERMOTT Hey. Owen! Congratulations on the Fisher account.,,17
Patrick Bateman,American Psycho,1045,New card. What do you think? McDermott lifts it up and examines the lettering carefully. McDERMOTT Whoa. Very nice. Take a look. He hands it to Van Patten.,,28
Patrick Bateman,American Psycho,1050,Picked them up from the printers yesterday,,7
Patrick Bateman,American Psycho,1056,That's bone. And the lettering is something called Silian Rail. McDERMOTT (Envious) Silian Rail?,,14
Patrick Bateman,American Psycho,1077,"(Barely able to breath, his voice a croak) Nice.",,9
Patrick Bateman,American Psycho,1084,I can't believe that Price prefers McDermott's card to mine.,,10
Patrick Bateman,American Psycho,1093,"Impressive. Very nice. Let's see Paul Owen's card. Price pulls a card from an inside coat pocket and holds it up for their inspection: ""PAUL OWEN, PIERCE & PIERCE, MERGERS AND ACQUISITIONS."" Bateman swallows, speechless. The sound in the room dies down and all we hear is a faint heartbeat as Bateman stares at the magnificent card.",(Choking with anxiety),57
Patrick Bateman,American Psycho,1098,"Look at that subtle off-white coloring. The tasteful thickness of it. Oh my God, it even has a watermark... His hand shaking, Bateman lifts up the card and stares at it until it fills the screen. He lets it fall. The SOUND RETURNS TO NORMAL. CARRUTHERS Is something wrong? Patrick...you're sweating. EXT. STREET- EVENING The financial district. The streets are eerily deserted. Bateman stands at an ATM, enjoying the reassuring sound of $500 in fresh bills thudding from the machine. As he turns to leave, he notices someone across the street. A HOMELESS MAN is lying in a doorway on top of an open grate, surrounded by bags of garbage and a shopping cart. A cardboard sign is attached to the front of the cart: I AM HOMELESS AND HUNGRY PLEASE HELP ME. A small, thin dog lies next to him. He is black, dressed in a stained, torn, lime-green polyester pants suit with jeans worn over the pants.",,159
Patrick Bateman,American Psycho,1110,"(Offering his hand) Hello. Pat Bateman. The Homeless Man stares at Bateman, struggling to sit up.",,16
Patrick Bateman,American Psycho,1114,"You want some money?. Some...food? The Homeless Man nods and starts to cry. Bateman reaches into his pocket and pulls out a $I 0 bill, then changes his mind and holds out a $5 instead.",,35
Patrick Bateman,American Psycho,1118,"Is this what you need? The Homeless Man nods, looks away, wipes his nose.",,14
Patrick Bateman,American Psycho,1125,"It's cold out, too, isn't it?",,6
Patrick Bateman,American Psycho,1131,"Why don't you get a job? If you're so hungry, why don't you get a job?",(Holding the bill just out of the man's reach),16
Patrick Bateman,American Psycho,1140,"Why? Were you drinking? Is that why you lost it? Insider trading? Just joking. No, really-were you drinking on the job? HOMELESS MAN I was fired. I was laid off.",,30
Patrick Bateman,American Psycho,1145,"Gee, uh, that's too bad.",,5
Patrick Bateman,American Psycho,1152,"Why don't you get another one? Why don't , you get another job?",,13
Patrick Bateman,American Psycho,1158,You're not what? Qualified for anything else?,,7
Patrick Bateman,American Psycho,1164,"I know that, I know that. Jeez, you're like a broken record. I'm trying to help you.",,17
Patrick Bateman,American Psycho,1170,"Listen, do you think it's fair to take money from people who do have jobs? From people who do work?",,20
Patrick Bateman,American Psycho,1176,"Listen, what's your name?",,4
Patrick Bateman,American Psycho,1182,Speak up. Come on.,,4
Patrick Bateman,American Psycho,1188,"Get a goddamn job, Al. You've got a negative attitude. That's what's stopping you. You've got to get your act together. I'll help you.",,24
Patrick Bateman,American Psycho,1195,(Petting the dog) Shhhh...it's okay.,,5
Patrick Bateman,American Psycho,1202,"Do ,you know how bad you smell? The stench, my God.","(Stroking his face, whispering)",11
Patrick Bateman,American Psycho,1209,"You reek. You reek of...shit. Do you know that? (Shouting) Goddammit, Al-look at me and stop crying like some kind of faggot. Al...I'm sorry. Bateman carefully puts the money back in his wallet.",,33
Patrick Bateman,American Psycho,1214,It's just that...I don't know I don't have anything in common with you. He opens his briefcase and pulls out a long thin knife with a serrated edge. He pushes up the sleeve of his jacket to protect it.,,39
Patrick Bateman,American Psycho,1218,"Do you know what a fucking loser ,you are? HOMELESS MAN'S POV as Bateman lunges at him with the knife. EXTREME WIDE SHOT of the street. Bateman's shadowed figure is hunched over the Homeless Man, stabbing him in the stomach. The dog barks wildly and Bateman stomps on it until it is silent. LOW ANGLE shot of Bateman as he throws a quarter on the ground.",,66
Patrick Bateman,American Psycho,1225,"There's a quarter. Go buy some gum. Bateman walks calmly into the empty caverns of Wall Street. Cars drift past, their headlights momentarily illuminating the body left twitching on the ground.",,31
Patrick Bateman,American Psycho,1234,"I have all the characteristics of a human being- flesh, blood, skin, hair-but not a single clear, identifiable emotion except for greed ,und disgust. Something horrible is happening inside me and I don't know why. Bateman sitting in a chair, looking down at the MANICURIST who is giving him a pedicure. She is cutting his nails with tiny sharp scissors. He stares at them longingly. BATEMAN (V.O.) My nightly bloodlust has overflowed into my days. I feel lethal, on the verge of frenzy. Bateman lying irradiated by ultraviolet light on a tanning bed, wearing goggles.",,95
Patrick Bateman,American Psycho,1244,"I think my mask of sanity is about to slip. INT. TEXARKANA RESTAURANT - NIGHT An insanely expensive nouvelle Tex-Mex restaurant, with an ironic Southwestern decor: Santa Fe colors, Navajo blankets, naive cowboy art, rawhide banquettes. Bateman bursts in the door, late, and approaches the MAITRE D'.",,47
Patrick Bateman,American Psycho,1249,"Marcus Halberstam. For two at eight? MAITRE D' Your friend has already been seated. Follow me, Mr. Halberstam. Paul Owen is seated at a table underneath an enormous pair of ram's horns. He is arguing with the WAITER.",,38
Patrick Bateman,American Psycho,1260,"J&B, straight. And a Dixie beer.",,6
Patrick Bateman,American Psycho,1272,Not if you want to keep your spleen. The Waiter leaves.,,11
Patrick Bateman,American Psycho,1280,"Listen, the mud soup and the charcoal arugula are outrageous here.",,11
Patrick Bateman,American Psycho,1286,"Hey, I'm a child of divorce. Give me a break (Studying the menu; he's in a surprisingly good mood) Hmmm, I see they've omitted the pork loin with lime jello.",,30
Patrick Bateman,American Psycho,1293,Nobody goes there anymore. There is a long disgruntled silence.,,10
Patrick Bateman,American Psycho,1297,"Is that Ivana Trump over there? (Laughs) Jeez Patrick I mean Marcus, what are you thinking? Why would Ivana be at Texarkana? Another pause.",,24
Patrick Bateman,American Psycho,1302,"So, wasn't Rothschild originally handling the Fisher account? How did you get it?",,13
Patrick Bateman,American Psycho,1312,I like to dissect girls. Did you know I'm utterly insane? Owen continues laughing and motions to the waiter for another drink.,,22
Patrick Bateman,American Psycho,1325,"Cecelia is, well...you know (Cecelia. I think she's having dinner with...Evelyn Williams.",,12
Patrick Bateman,American Psycho,1331,"Another Martini, Paul? Owen nods drunkenly.",,6
Patrick Bateman,American Psycho,1337,"Paul, give me your Amex card. Good boy. Bateman slaps the card down, looks at the check.",(Talking to Owen like a child),17
Patrick Bateman,American Psycho,1342,"Two-hundred-and-fifty. Very reasonable. Let's leave a big tip, shall we? My place hr a nightcap?",,15
Patrick Bateman,American Psycho,1348,"Come on, you dumb son of a bitch. (Helping him into his jacket) I've got a preview of the Barneys catalogue and a bottle of Absolut waiting for us.",,29
Patrick Bateman,American Psycho,1355,You like Huey Lewis and the News?,,7
Patrick Bateman,American Psycho,1361,"Their early work was a little too New Wave for my taste. But then Sports came out in 1983, I think they really came into their own, commercially and artistically. Bateman walks to his bathroom, taking a large ax out of the shower. He takes two Valium.",,47
Patrick Bateman,American Psycho,1366,"The whole album has a clear, crisp sound and a new sheen of consummate professionalism that gives the songs a big boost. Bateman comes back out and leans the ax against the wall. He walks to the foyer and puts on a raincoat, watching Owen from behind ail the time.",(Said partly from the bathroom),50
Patrick Bateman,American Psycho,1371,"He's been compared to ELvis Costello but I think Huey has a more bitter, cynical sense of humor. Owen is absent-mindedly leafing through the Barneys catalogue.",,26
Patrick Bateman,American Psycho,1377,"Yes, Owen?",,2
Patrick Bateman,American Psycho,1383,"No, Owen.",,2
Patrick Bateman,American Psycho,1390,"Yes, it is. Bateman moves to the CD player. He takes a CD out of its case and slides it in the machine.",,23
Patrick Bateman,American Psycho,1394,"In 1987 Huey released this, Fore!, their most accomplished album. I think I heir undisputed masterpiece is ""HiP To Be Square,"" a song so catchy that most people probably don't listen to the lyrics. But they should because it's not just about the pleasures of conformity and the importance of trends. It's al~ a personal statement about the band itself. Bateman puts on ""Hip To Be Square."" BATEMAN crosses the room and picks up the ax. We follow BATEMAN from behind as he walks up to Owen, the ax raised over his head.",,93
Patrick Bateman,American Psycho,1401,"Hey, Paul? As Owen turns around, FROM OWEN'S POV we see Bateman swing the ax toward his face. Blood sprays onto the white raincoat. FROM BEHIND OWEN, we see BATEMAN as he yanks the ax out. Owen drops to the floor. His body falls out of the frame. We stay on his legs twitching mechanically. Blood pulses onto the newspaper-covered floor.",,61
Patrick Bateman,American Psycho,1408,"Try getting a reservation at Dorsia now, you fucking stupid bastard! LOW ANGLE ON BATEMAN as he beats Owen with the back of the ax. OFFSCREEN, the sound of the ax hitting Owen.",(Raising the ax and screaming),33
Patrick Bateman,American Psycho,1415,"Fucking bastard... Bateman takes his raincoat off, still panting. He folds the coat carefully in half, bloody side in, and drapes it neatly over the back of a chair. He sits back on the white sofa and surveys the scene. He checks his Rolex and lights a cigar. OFFSCREEN, Paul Owen's last faint sighs are heard. INT. LOBBY - NIGHT BATEMAN drags a large, blood-soaked sleeping bag through the lobby, past the bored doorman, who looks up from the Post for a moment.",(Panting),83
Patrick Bateman,American Psycho,1428,"No, Luis. It's not me. You're mistaken.",,7
Patrick Bateman,American Psycho,1437,Commes des Garcon. A cab stops. BATEMAN opens the door and manages to get Owen's body into the backseat. Bateman gets into the cab.,,24
Patrick Bateman,American Psycho,1445,"Jesus lives, Luis.",,3
Patrick Bateman,American Psycho,1456,"Where to send the bastard? Dallas? Pans? He throws some clothes into a suitcase, randomly grabbing toiletries and shoving them in.",,21
Patrick Bateman,American Psycho,1460,"Singapore? London. I'll send the asshole to London. He puts some music on to help muffle his voice, then leans over the answering machine. He does a passable imitation of Owen's speech.",,32
Patrick Bateman,American Psycho,1465,"Hi, this is Paul. I've been called away to London for a few days. Meredith, I'll call you when I get back. Hasta la vista, baby.",,26
Patrick Bateman,American Psycho,1471,(Faintly irritable) What is it?,,5
Patrick Bateman,American Psycho,1477,"(Condescendingly) Ye-es, Je-an?",,3
Patrick Bateman,American Psycho,1484,Who?,,1
Patrick Bateman,American Psycho,1491,Tell him I'm at lunch.,,5
Patrick Bateman,American Psycho,1499,"Send him in, I guess. As she exits, he picks up the cordless phone and pretends to talk to someone at the other end.",,24
Patrick Bateman,American Psycho,1502,"Now, John, you've got to wear clothes in proportion to your physique. There are definite do's and don'ts, good buddy, of wearing a bold-striped shirt. A hold-striped shirt calls for solid-colored or discreetly patterned suits and ties... The door to the office opens and he waves in DETECTIVE DONALD KIMBALL. KIMBALL is surprisingly young - about Bateman's age - and good-looking, dressed in a crumpled linen Armani suit of the type Bateman and his friends might wear. Kimball sits down and crosses his legs with a self-assurance that makes Bateman so nervous he forgets to carry on with his fake conversation. Kimball looks up at him curiously, noticing the silence.",,110
Patrick Bateman,American Psycho,1510,"Right. And yes...always tip the stylist fifteen percent. Bateman shrugs at the detective, rolling his eyes in exasperation. KIMBALL nods understandingly.",(Realizing that Kimball is staring at him),21
Patrick Bateman,American Psycho,1515,"Listen, John, I've got to go. T Boone Pickens just walked in... No don't tip the owner of the salon. Okay, John, right, got it. (He hangs up the phone and pushes the antenna in) Sorry about that.",(He laughs inanely) Just joking... (Pause),38
Patrick Bateman,American Psycho,1525,Oh that? Just mulling over business problems. Examining opportunities...Exchanging rumors... Spreading gossip. They laugh politely.,,15
Patrick Bateman,American Psycho,1532,Hi. Pat Bateman. Nice to meet you.,(Shaking firmly),7
Patrick Bateman,American Psycho,1542,"(Forcing himself to sound friendly and relaxed) So, what's the topic of discussion?",,13
Patrick Bateman,American Psycho,1548,"You're not with the FBI or anything, are you?",,9
Patrick Bateman,American Psycho,1554,"Ah, I see...Yes. Paul's disappearance...Yes.",,5
Patrick Bateman,American Psycho,1560,Coffee?,,1
Patrick Bateman,American Psycho,1566,Perrier? San Pellegrino?,,3
Patrick Bateman,American Psycho,1575,Can you bring Mr...,,4
Patrick Bateman,American Psycho,1581,Mr. Kimball a bottle of San Pelle-,,7
Patrick Bateman,American Psycho,1587,"It's no problem Bateman watches intently as KIMBALL writes something down in his notebook, then crosses something out. Jean enters and places the bottle of San Pellegrino and a Steuben etched glass on the table, shooting a concerned glance at Bateman. He glares at her. KIMBALL smiles and nods at Jean as she leaves.",,54
Patrick Bateman,American Psycho,1593,"Well, what's the topic of discussion?",,6
Patrick Bateman,American Psycho,1599,"Oh right. Well, I haven't heard anything about the disappearance or anything... Not on ""Page Six"" at least.",(Trying to laugh),18
