villain,movie,line_number,dialogue,direction,word_count
Patrick Bateman,American Psycho,2609,"See you then. He hangs up the phone. He walks over to the coat rack. He glances over at Jean, who is still standing in front of the desk, confused.",,30
Patrick Bateman,American Psycho,2613,Yes? You're dressed...okay.,,3
Patrick Bateman,American Psycho,2619,They know me. Pause.,,4
Patrick Bateman,American Psycho,2623,"Why don't you meet me at my house at seven o'clock for drinks, okay? She turns to leave.",,18
Patrick Bateman,American Psycho,2628,"And Jean? You'll want to change before we go out. INT. BATEMAN'S APARTMENT - EARLY EVENING Jean stands by the floor-to-ceiling windows, looking out.",,24
Patrick Bateman,American Psycho,2635,Jean? Sorbet?,,2
Patrick Bateman,American Psycho,2646,I'm on a diet. But thank you.,,7
Patrick Bateman,American Psycho,2652,(Weighing the corkscrew examining the point for sharpness) You can always he thinner. Look...better.,,14
Patrick Bateman,American Psycho,2658,"No. It's all right. I'm not very good at controlling it anyway. Silence, as Bateman walks around his apartment, opens up his knife drawer, looking at the knives.",,28
Patrick Bateman,American Psycho,2662,"So listen, what do you really want to do with your life? Pause.",,13
Patrick Bateman,American Psycho,2666,"And don't tell me you enjoy working with children, okay?",,10
Patrick Bateman,American Psycho,2674,Do you have a boyfriend?,,5
Patrick Bateman,American Psycho,2680,Interesting.,,1
Patrick Bateman,American Psycho,2687,"Maybe. I don't know Not really. Bateman opens up a cupboard where there are a lot of very Bateman opens a cupboard where there are a lot of neatly ordered weapons - an ax, a rifle, a chain saw, duct tape, twine and a nail gun.",,46
Patrick Bateman,American Psycho,2691,"Jean, do you feel...fulfilled? I mean, in your life?",,9
Patrick Bateman,American Psycho,2700,Growing. I'm glad you said that. Bateman picks up the duct tape.,,12
Patrick Bateman,American Psycho,2703,"Did you know that Ted Bundy's first dog, a collie, was named Lassie? Had you heard this?",,17
Patrick Bateman,American Psycho,2709,Forget it.,,2
Patrick Bateman,American Psycho,2715,"Oh. Uh, tape. Duct tape. I...need it for... taping something. Bateman goes back to the cupboard for the nail gun.",,20
Patrick Bateman,American Psycho,2722,(Looking up from loading nails into the gun) What...No! Put it in the carton.,,14
Patrick Bateman,American Psycho,2729,Jean? What?,,2
Patrick Bateman,American Psycho,2736,I'm looking for...I guess you could say I just want to have a meaningful relationship with someone special.,,18
Patrick Bateman,American Psycho,2762,Yes. I don t think I can...control myself.,,8
Patrick Bateman,American Psycho,2769,"If you stay, I think something bad will happen. I think I might hurt you. You don't want to get hurt, do you?",(Almost hopefully),23
Patrick Bateman,American Psycho,2781,"Thanks. It slipped my mind completely. He sinks back on the sofa and shuts his eyes. INT. BATEMAN'S OFFICE - DAY Bateman enters P&P, walks up the corridor and pauses outside the door to his office. He sees KIMBALL in conversation with Jean, and Jean looking through her date book. He watches for a moment, frozen with anxiety. He then bursts in, shutting the door behind him.",,67
Patrick Bateman,American Psycho,2786,"Kimball-I've been wanting to talk with you, Come into my office. Jean, great jacket. Matsuda? Jean looks flustered. Kimball follows Bateman into his office.",,24
Patrick Bateman,American Psycho,2794,"Yeah, gone into rehab. Shame. Is he a suspect?",(Hopefully),9
Patrick Bateman,American Psycho,2809,God...I guess...I was probably returning videotapes. He opens his desk drawer and pretends to search through his diary.,,18
Patrick Bateman,American Psycho,2813,I had a date with a girl named Veronica.,,9
Patrick Bateman,American Psycho,2819,What?,,1
Patrick Bateman,American Psycho,2825,Well...I...Wait...What information have you received?,,5
Patrick Bateman,American Psycho,2832,"Well, I could he wrong.",,5
Patrick Bateman,American Psycho,2839,"We had...gone to a new musical called...Oh Africa, Brave Africa. It was...a laugh riot...and that's about it. I think we had dinner at Orso's. No, Petaluma. No, Orso's. The...last time I physically saw him was...at an automated teller. I can't remember which...just one that was near, um, Nell's. Kimball is clearly giving up on Bateman for now. He opens his briefcase to put away his notebook.",(Clearly nervous and under pressure),66
Patrick Bateman,American Psycho,2848,"Patrick, please. I hope I've been informative. Long day-a bit scattered.",,11
Patrick Bateman,American Psycho,2855,"Great, yes, I'd like that.",,5
Patrick Bateman,American Psycho,2862,Absolutely. I'm with you on that one. Kimball is rifling through his briefcase. He pulls out a new shrink wrapped CD and holds it up.,,25
Patrick Bateman,American Psycho,2870,Never. I mean...I don't really like... singers.,,7
Patrick Bateman,American Psycho,2876,"No, I like music. Just-they're-Huey's too... black sounding. For me.",,10
Patrick Bateman,American Psycho,2882,I'll be there.,,3
Patrick Bateman,American Psycho,2891,"Oh this won't be anything like last time, I promise.",,10
Patrick Bateman,American Psycho,2898,"Just come in the limo and talk to me for a minute. The driver's here, you'll be safe. Christie gets in hesitantly.",,22
Patrick Bateman,American Psycho,2902,"Nothing like last time, promise.",,5
Patrick Bateman,American Psycho,2909,"So, you're looking great, how have you been?",(Chatting as if they were at a cocktail party),8
Patrick Bateman,American Psycho,2918,(Mock shock) Really?,,3
Patrick Bateman,American Psycho,2924,"Oh, lawyers are so complicated-don't do that. Here. He writes her a check for $I ,000 to cash and hands it to her. She snatches the check out of his hand and gets quickly out of the limo, walking hurriedly down the street.",,43
Patrick Bateman,American Psycho,2928,"Bitch. He follows alongside her slowly in the limo, waving a huge wad of cash at her. She hesitates; he uses the money to lure her into the car. As she reluctantly gets into the limo, she reaches for the money. He snatches it away.",,45
Patrick Bateman,American Psycho,2933,"Uh uh uh. Half now, half later. She takes the money and puts it inside her shirt.",,17
Patrick Bateman,American Psycho,2937,"Okay, your name is Christie. We're meeting a friend of mine, Elizabeth. She'll be joining us in my new apartment shortly. You'll like her. She's a very nice girl. Don't say anything about yourself. Is that clear. Christie? Christie nods.",,40
Patrick Bateman,American Psycho,2969,(Offended that she prefers Owen's apartment) It's not that nice. Silence.,,11
Patrick Bateman,American Psycho,2983,"What do you mean, she was a hot number.",,9
Patrick Bateman,American Psycho,2991,She's my...cousin.,,2
Patrick Bateman,American Psycho,2997,She's from...France. A pause. Elizabeth looks at Bateman dubiously.,,9
Patrick Bateman,American Psycho,3015,"Elizabeth, it's three in the morning.",,6
Patrick Bateman,American Psycho,3021,Don't tell him you're here.,,5
Patrick Bateman,American Psycho,3033,You're at Paul Owen s.,(Whispering),5
Patrick Bateman,American Psycho,3040,(Whispering) Paul Owen.,,3
Patrick Bateman,American Psycho,3052,No.,,1
Patrick Bateman,American Psycho,3059,"Listen, I would just like to see...the two of you...get it on. What's wrong with that? It's totally disease-free.",,19
Patrick Bateman,American Psycho,3066,Come on. Don't you find Christie attractive?,,7
Patrick Bateman,American Psycho,3073,Come on. I think it would be a turn-on.,,9
Patrick Bateman,American Psycho,3080,"Christie, you're not drinking your wine. Christie looks at her wine and gingerly takes a sip.",,16
Patrick Bateman,American Psycho,3084,Are you telling me you've never gotten it on with a girl?,(To Elizabeth),12
Patrick Bateman,American Psycho,3091,"Well, you went to Sarah Lawrence for one thing.",,9
Patrick Bateman,American Psycho,3102,"Did you know that Whitney Houston's debut LP called simply Whitney Houston had four number-one singles on it? Did you know that, Christie? Whitney's voice leaps across so many boundaries and is so versatile-though she's mainly a jazz singer-that it's hard to take in the album on a first listening.",,50
Patrick Bateman,American Psycho,3109,"It's hard to choose a favorite track among so many great ones, but ""The Greatest Love of All"" is one of the best, most powerful songs ever written about self-preservation and dignity. It's universal message crosses all boundaries, and instills one with the hope that it's not too late to better ourselves. to act kinder. Since, Elizabeth, it's impossible in the world we live in to empathize with others, we can always empathize with ourselves. As he speaks, he opens the case and carefully places the CD in the player, admiring its pristine silver surface, and watches it slide into the machine.",(Ignoring her),102
Patrick Bateman,American Psycho,3115,"It's an important message, crucial, really, and it's beautifully stated on the album.",,13
Patrick Bateman,American Psycho,3136,"Not the face, you bitch. Not the fucking face, you piece of bitch trash! Christie, screaming, makes it out the front door. Bateman runs after her. She runs down the hall screaming and banging on doors. She moves to the elevator, pounding hysterically on the buttons. She sees the stairwell and runs for it. Bateman sees this and runs after her, revving the chainsaw. She runs down the stairs, Bateman two flights behind her. He stops, leans over the railing to look at her, then aims the chainsaw at her and drops it. Christie SCREAMS OFFSCREEN, then is suddenly silent. FROM BATEMAN'S POV we see Christie's body sprawled facedown at the bottom of the stairwell. The chainsaw sticks out of her back like a sword.",,125
Patrick Bateman,American Psycho,3153,"I think, Evelyn, that we've...lost touch. Evelyn waves to a couple across the room.",,14
Patrick Bateman,American Psycho,3160,"My need to engage in homicidal behavior on a massive scale cannot be, um, corrected, but I have no other way to fulfill my needs. The woman across the room holds up her hand, displaying a new bracelet. Evelyn smiles and nods approvingly.","(Speaking very carefully, measuring each word)",43
Patrick Bateman,American Psycho,3165,We need to talk.,,4
Patrick Bateman,American Psycho,3171,"It's over, Evelyn. It's all over",,6
Patrick Bateman,American Psycho,3178,I'm fucking serious. It's fucking over. Us. This is no joke. I don't think we should see each other anymore.,,20
Patrick Bateman,American Psycho,3186,"I know that your friends are my friends. I've thought about that. You can have them. Evelyn stares at him, suspicious and bewildered, a realization dawning.",(Brushing her hand away),26
Patrick Bateman,American Psycho,3194,"Yes, I am.",,3
Patrick Bateman,American Psycho,3200,We never really shared one.,,5
Patrick Bateman,American Psycho,3206,"I'm...in touch with humanity. Evelyn, I'm sorry. (He pauses, as if searching for the right words) You're just not terribly important to me. Evelyn begins to cry.",,27
Patrick Bateman,American Psycho,3213,I know my behavior is...erratic sometimes. She reaches desperately across the table and takes his hand. Bateman pulls his hand away.,,21
Patrick Bateman,American Psycho,3222,"If you really want to do something for me, you can stop making this scene right now.",(Looking uncomfortably around the room),17
Patrick Bateman,American Psycho,3229,I'm leaving now. I've assessed the situation and I'm going. Evelyn makes an effort to compose herself. She blots the tears so they will not affect her make-up.,,28
Patrick Bateman,American Psycho,3235,I'm just leaving.,,3
Patrick Bateman,American Psycho,3241,I have to return some videotapes. He rushes out of the room.,,12
Patrick Bateman,American Psycho,3247,"Here kitty, kitty. The small mangy cat rubs against him. He picks it up and walks toward an ATM, holding the cat. He puts his card in the machine. The screen reads: FEED ME A STRAY CAT. Bateman begins to attempt to shove the kitten into the deposit slot with some difficulty. The kitten squeals. He takes a gun from out of his pocket and points it at the kitten. He doesn't notice the woman waiting behind him.",,78
Patrick Bateman,American Psycho,3295,"Harold, it's Bateman. Patrick Bateman. You're my lawyer so I think you should know-I've killed a lot of people. Some escort girls, in an apartment uptown, some homeless people, maybe five or ten, an NYU girl I met in Central Park. I left her in a parking lot, near Dunkin' Donuts. I killed Bethany, my old girlfriend, with a nail gun. and a man, some old faggot with a dog. Last week I killed another girl with a chainsaw-I had to, she almost got away There was someone else there, maybe a model, I can't remember but she's dead too. And Paul Owen. I killed Paul Owen with an ax, in the face. His body is dissolving in a bathtub in Hell's Kitchen. I don't want to leave anything out here...I guess I've killed 20 people, maybe 40-I have tapes of a lot of it. Some of the girls have seen the tapes, I even... well, I ate some of their brains and I tried to cook a little. Tonight I just, well, I had to kill a lot of people and I'm not sure I 'm going to get away with it this time-I mean I guess I'm a pretty sick guy. So-if you get hack tomorrow, I may show up at Harry's Bar, so, you know, keep your eyes open. Bateman hangs up the phone. The helicopter searchlight circles back, briefly illuminating the room. The camera rises up over Bateman huddled in the corner, staring blankly at the sky.",,251
Patrick Bateman,American Psycho,3307,"Not in the mood, I guess.",,6
Patrick Bateman,American Psycho,3313,"Yes, of course. The hash browns are delicious. I'm just...not... ordering them.",(Deliberately nonchalant),12
Patrick Bateman,American Psycho,3325,I'm not really sure. I had a shower...and some sorbet?,,10
Patrick Bateman,American Psycho,3331,But how? Where do you place Paul that night?,,9
Patrick Bateman,American Psycho,3337,And?,,1
Patrick Bateman,American Psycho,3343,Marcus?,,1
Patrick Bateman,American Psycho,3349,But Marcus denied it?,,4
Patrick Bateman,American Psycho,3355,"Well, does Marcus have an alibi?",,6
Patrick Bateman,American Psycho,3362,He does? You're sure?,,4
Patrick Bateman,American Psycho,3369,Oh. KIMBALL Now where were you? (He laughs),,8
Patrick Bateman,American Psycho,3373,(Laughing with him) Where was Marcus?,,6
Patrick Bateman,American Psycho,3379,So who was he with?,,5
Patrick Bateman,American Psycho,3388,"Oh, right. Of course...We had wanted Paul Owen to come. But he said he had plans...I guess I had dinner with Victoria...the following night.",,24
Patrick Bateman,American Psycho,3419,Mrs. Wolfe?,,2
Patrick Bateman,American Psycho,3430,"No. Mrs. Wolfe eyes him strangely, then looks down at the surgical mash clutched in his hand. Her expression changes. MRS. WOLFE Can I help you?",,26
Patrick Bateman,American Psycho,3435,I'm looking for...Paul Owen's...place. She stares at him impassively.,,9
Patrick Bateman,American Psycho,3438,"Doesn't he live here? MRS. WOLFE No, he doesn't.",,9
Patrick Bateman,American Psycho,3442,Are you sure?,,3
Patrick Bateman,American Psycho,3447,"No. Yes. I mean yes, I did. In the Times. But... doesn't Paul Owen still live here?",,17
Patrick Bateman,American Psycho,3454,But I think...I want to know what happened here.,,9
Patrick Bateman,American Psycho,3461,"I won't...don't worry. Mrs. Wolfe glares at him as he walks down the hall, rattled, and gets into the elevator.",,20
Patrick Bateman,American Psycho,3481,Jean? Hello? Jean? JEAN (O.S.) Patrick? Is that you?,,9
Patrick Bateman,American Psycho,3485,"Hello? Jean, I need help! JEAN (O.S.) Where are you?",,10
Patrick Bateman,American Psycho,3489,Jean-I'm not- JEAN (O.S.) Craig McDermott called. He wants to meet you and David Van Patten and Tim Price at Harry's for drinks.,,23
Patrick Bateman,American Psycho,3495,"Oh God, what did you say, you dumb bitch? JEAN (O.S.) Patrick? I can't hear you.",,16
Patrick Bateman,American Psycho,3499,"What are I doing? JEAN (O.S.) Where are you? Patrick, what's wrong?",,12
Patrick Bateman,American Psycho,3503,"I don't think I'm gonna make it, Jean. Pause.",,9
Patrick Bateman,American Psycho,3506,...to the office this afternoon. JEAN (O.S.) Why?,,8
Patrick Bateman,American Psycho,3510,"What is it, Patrick? Are you alright?",(Screaming) Just...say...no! JEAN (O.S.),7
Patrick Bateman,American Psycho,3514,"Stop sounding so Fucking sad! Jesus! He hangs up. He throws the Walkman which is around his neck into a nearby trash can, and wipes his face with his jacket.",,30
Patrick Bateman,American Psycho,3530,"I'm not going anywhere unless we have a reservation. VAN PATTEN Le Cirque, Flamingo East, Oyster Bar, come on, faggots-just get a res.",(On automatic),23
Patrick Bateman,American Psycho,3538,"Excuse me, gentlemen. Right back. He approaches Carnes cautiously.",(He downs his drink),9
Patrick Bateman,American Psycho,3546,"Shut up, Carnes, they will not. Carnes is surprised, turns around, looks vaguely confused.",,14
Patrick Bateman,American Psycho,3550,"So, Harold, did you get my message? Carnes lights a cigarette, stalling. Then laughs.",,14
Patrick Bateman,American Psycho,3557,"Yes, naturally.",(Waving smoke out of his face),2
Patrick Bateman,American Psycho,3569,What exactly do you mean?,,5
Patrick Bateman,American Psycho,3579,"But wait, Harold, what do you mean? Carnes isn't really listening.",,11
Patrick Bateman,American Psycho,3585,Carnes? Wait.,,2
Patrick Bateman,American Psycho,3593,What are you talking about? Bateman is what?,,8
Patrick Bateman,American Psycho,3603,"Wait. Stop. You don't seem to understand. You're not really comprehending any of this. I killed him. I did it, Carnes. I'm Patrick Bateman. I chopped Owen's fucking head off. I tortured dozens of girls. The whole message I left on your machine was true.","(Desperate, shouting)",45
Patrick Bateman,American Psycho,3611,"No! Listen, don't you know who I am? I'm not Davis, I'm Patrick Bateman! I talk to you on the phone all the time! Don't you recognize me? You're my lawyer. Carnes stares at him in confusion and annoyance.",,39
Patrick Bateman,American Psycho,3615,"Now, Carnes, listen to me. Listen very, very carefully. I killed Paul Owen and I liked it. I can't make myself any clearer",,23
Patrick Bateman,American Psycho,3621,It never was supposed to he! Why isn't it possible?,,10
Patrick Bateman,American Psycho,3627,"Why not, you stupid bastard? Carnes stares at him.",,9
Patrick Bateman,American Psycho,3633,"No, you...didn't?",,2
Patrick Bateman,American Psycho,3667,I'm just a happy camper. Rockin' and a-rollin'.,,8
Patrick Bateman,American Psycho,3690,Whatever. The conversation breaks up as Van Patten takes out his phone.,,12
Patrick Bateman,American Psycho,3696,"There are no more barriers to cross. All I have in common with the uncontrollable and the insane, the vicious and the evil, all the mayhem I have caused and my utter indifference toward it, I have now surpassed...",,39
Patrick Bateman,American Psycho,3702,My pain is constant and sharp and I do not hope for a better world for anyone. I fact I want my pain to be inflicted on others. I want no escape.,,32
Patrick Bateman,American Psycho,3706,"But even after admitting this, there is no catharsis. I gain no deeper knowledge about myself, no new knowledge can be extracted from my telling. There has been no reason for me to tell you any of this. This confession has meant nothing... The camera moves up to a sign on the wall behind him: ""THIS IS NOT AN EXIT.""",,60
Thanos,Avengers: Endgame,674,"The universe required correction. After that, the stones served no purpose beyond temptation.",,13
Thanos,Avengers: Endgame,680,You should be grateful.,,4
Thanos,Avengers: Endgame,686,Gone. Reduced to atoms.,,4
Thanos,Avengers: Endgame,692,"I used the stones to destroy the stones. It nearly killed me. But the work is done. It always will be. That lands, sickening. ROCKET SEARCHES, FRANTIC, NEAR TEARS.",,29
Thanos,Avengers: Endgame,711,"Thank you, daughter. Perhaps I've treated you- SWOOSH. THOR'S AXE SEVERS THANOS' HEAD FROM HIS BODY. IT HITS THE FLOOR, FOLLOWED BY THE THUD OF HIS HUGE FRAME.",,28
Thanos,Avengers: Endgame,3058,Ronan has located the Power Stone. I'm dispatching you to his ship.,,12
Thanos,Avengers: Endgame,3066,"His alternative is death. Ronan's obsession clouds his judgement. After Loki, I'm taking no chances.",,15
Thanos,Avengers: Endgame,3075,No. You won't.,,3
Thanos,Avengers: Endgame,3108,Sshhh... Thanos looks down at Bad Nebula. He gently lifts her head with his blade. Something's not right.,,18
Thanos,Avengers: Endgame,3113,Bring her to my ship.,,5
Thanos,Avengers: Endgame,3706,"Run diagnostics. Show me her memory file. At the console, EBONY MAW SCANS NEBULA'S INFORMATION. NEBULA'S BODY TWITCHES.",,18
Thanos,Avengers: Endgame,3718,Impossible.,,1
Thanos,Avengers: Endgame,3724,"Where is this ""other Nebula?""",,5
Thanos,Avengers: Endgame,3730,Can you access her?,,4
Thanos,Avengers: Endgame,3738,"Search the duplicate's memory for Infinity Stones. Maw works the console. Thanos steps aside as BAD NEBULA'S BODY QUIVERS. AFTER A BEAT, A BEAM SHOOTS OUT OF HER EYE... PROJECTING AN IMAGE OF AVENGERS COMPOUND: 80",,36
Thanos,Avengers: Endgame,3762,"Freeze image. THE IMAGE FREEZES. THANOS STARES, RECOGNIZING THEM.",,9
Thanos,Avengers: Endgame,3770,"Avengers. Unruly wretches. He gestures to A BLURRY REFLECTION WITHIN THE HOLOGRAM. THANOS (CONT'D) What's this reflection. Amplify this, Maw. EBONY MAW ZOOMS IN, REVEALING...A REFLECTION OF NEBULA.",,28
Thanos,Avengers: Endgame,3783,No. The same Nebula. From two different times. Set course for Morag. And scan the duplicate's memories. I want to see everything... 81,(to Ebony Maw) (beat),23
Thanos,Avengers: Endgame,4079,What's wrong?,,2
Thanos,Avengers: Endgame,4090,You should be grateful.,,4
Thanos,Avengers: Endgame,4097,Gone. Reduced to atoms.,,4
Thanos,Avengers: Endgame,4101,"I used the stones to destroy the stones. The work is done. It always will be... HE STEPS FORWARD, FINISHING HIS OWN THOUGHT.",,23
Thanos,Avengers: Endgame,4110,I AM INEVITABLE.,,3
Thanos,Avengers: Endgame,4119,Nothing. Yet. 88,(piecing it together) (MORE),3
Thanos,Avengers: Endgame,4126,They're not trying to stop something I'm going to do in our time. They're trying to undo something I've already done in theirs.,,23
Thanos,Avengers: Endgame,4132,I found them all. I won. Tipped the cosmic scales to balance.,,12
Thanos,Avengers: Endgame,4138,"My destiny. He stares, mind whirling. He nods. THE MEMORY RESUMES.",,11
Thanos,Avengers: Endgame,4147,"Thank you, daughter. Perhaps I've treated you too- WHUMP. THOR CUTS OFF THANOS' HEAD. THE VIEW LINGERS AS ""NEBULA"" STARES AT HER DEAD FATHER. THANOS STUDIES HIS SEVERED HEAD...AND SMILES.",,30
Thanos,Avengers: Endgame,4154,"And that is destiny fulfilled. Gamora stares, torn. But Ebony Maw fumes on Thanos' behalf.",,15
Thanos,Avengers: Endgame,4175,"Ssh, child. I know. And you'll have the chance to prove it...",,12
Thanos,Avengers: Endgame,5318,Daughter?,,1
Thanos,Avengers: Endgame,5326,So this is the future. Well done. She tears off THE ORANGE HEAD-PLATE.,,13
Thanos,Avengers: Endgame,5334,The arrogant never do. 114,,5
Thanos,Avengers: Endgame,5342,Go. Find the stones. Bring them to me.,,8
Thanos,Avengers: Endgame,5348,Wait.,,1
Thanos,Avengers: Endgame,5510,"You could not live with your own failure. And where did that bring you? Right back to me. TONY APPROACHES, WARY, AS IF SNEAKING UP ON A RABID DOG. STEVE AND THOR FAN OUT ON EITHER SIDE.",,37
Thanos,Avengers: Endgame,5515,"I thought by eliminating half of life, the other half would thrive. But you've shown me that's impossible. Life clings to the past with bloody fingernails. As long as there are those who remember what was, there will be those unable to accept what can be. They will resist.",(beat),49
Thanos,Avengers: Endgame,5523,I'm thankful. Because now I know what I must do. Thanos reaches for his helmet.,,15
Thanos,Avengers: Endgame,5528,I will shred this universe down to its last atom. 118,(MORE),11
Thanos,Avengers: Endgame,5534,"And then, with the stones you've collected for me, create a new one, teeming with life that knows not what it has lost, but only what it has been given. A grateful universe.",,33
Thanos,Avengers: Endgame,5542,"They'll never know it. THANOS DRAWS A BLADE OFF HIS BACK, TOWERING OVER THEM.",,14
Thanos,Avengers: Endgame,5547,Because you won't be alive to tell them. Tony glances over at Steve. Ready? Steve nods...,,16
Thanos,Avengers: Endgame,5768,In all my years of conquest... Thanos looks out at the tiny human struggling to stand.,,16
Thanos,Avengers: Endgame,5773,"Of violence and slaughter...it was never personal. Thanos gestures behind him as A RUMBLE ECHOES. THOUSANDS OF ALIENS RING THE LIP OF THE CRATER: THE BLACK ORDER LEADS A PLATOON OF CHITAURI, SAKAARANS, AND OUTRIDERS.",,35
Thanos,Avengers: Endgame,5780,"But I'll tell you now, the things I'm about to do to your stubborn, annoying, little planet... Q-SHIPS, DROPSHIPS, NECROCRAFT, AND LEVIATHANS BUZZ ABOVE.",,24
Thanos,Avengers: Endgame,5785,"I'm going to enjoy it. Very, very much. Steve stares at Thanos and his army. And even in the face of such overwhelming odds...he gets to his feet. THANOS stares, almost sad, as Steve tightens the broken shield on his arm...AND STARTS WALKING TOWARD HIM. One man against thousands. All alone. But just then, Steve's COM CRACKLES. He strains to hear. The com crackles again. We can make out A MUFFLED VOICE.",,72
Thanos,Avengers: Endgame,6012,I don't even know who you are.,,7
Thanos,Avengers: Endgame,6041,Rain fire. Wipe them all out.,,6
Thanos,Avengers: Endgame,6049,"Just do it! HIGH ABOVE...THE SANCTUARY-2 DESCENDS, CANNONS OPENING UP. BELOW...WANDA looks up, raising a force field just as... THE SANCTUARY-2 FIRES DOWN WITH EVERYTHING IT HAS. SAKAARANS AND JABARI ALIKE GO FLYING AS EVERY SQUARE INCH GETS HIT. THE BARRAGE HAMMERS THE RIVERBANK. CRACKS FORM. PEPPER CUTS DOWN AN ALIEN, THEN SPOTS SOMETHING OFF SCREEN.",,56
Thanos,Avengers: Endgame,6252,"I am...inevitable. THANOS SNAPS HIS FINGERS. But nothing happens. Confused, Thanos turns the glove over to find...THE STONES ARE GONE. He looks to see...TONY, NANO-PARTICLES SLIDING AND SHIFTING, FORMING A NEW GAUNTLET ON HIS OWN WRIST: 134",,37
Patrick Bateman,Die Hard,74,Thanks???I'll remember that. The Businessman picks up on McClane's scepticism and takes it as a challenge. His salesman's smile broadens.,,20
Patrick Bateman,Die Hard,85,It's okay?.?I'm a cop. We SEE this doesn't totally calm the Businessman. Mcclane holds his look and produces a gold NYPD Detective's shield.,,23
Patrick Bateman,Die Hard,88,Trust me. I've been doing it for thirteen years.,(firm and definite),9
Patrick Bateman,Die Hard,190,I'm John Mcclane.,,3
Patrick Bateman,Die Hard,195,Don't you take this?,,4
Patrick Bateman,Die Hard,206,"Hell, I don't know. I've never been picked up by a limo before. William takes McClane's bag.",,17
Patrick Bateman,Die Hard,238,How 'bout some Christmas music?,,5
Patrick Bateman,Die Hard,253,Married.,,1
Patrick Bateman,Die Hard,257,As of six months ago.,,5
Patrick Bateman,Die Hard,261,"You're nosey, you know that, William?",,6
Patrick Bateman,Die Hard,268,That's okay.,,2
Patrick Bateman,Die Hard,273,"She had a good job, it turned into a great career.",,11
Patrick Bateman,Die Hard,277,;	You're fast. I,,4
Patrick Bateman,Die Hard,286,'Cause I'm a New York cop not an IBM salesman. I don't just get up and move.,,17
Patrick Bateman,Die Hard,293,"You're fast, William.",,3
Patrick Bateman,Die Hard,321,"I'm here to try. Thanks for the ride, William. He gets out and William sits a moment in the car alone before getting out to he p him with the bags.",,31
Patrick Bateman,Die Hard,333,"I'll find someplace. He looks up at the highrise lit by huge spotlights, then back at William who's made no attempt to open the trunk.",,25
Patrick Bateman,Die Hard,340,(taking the number) Thanks. What're you going to do?,,9
Patrick Bateman,Die Hard,347,Holly Gennaro. International Sales.,,4
Patrick Bateman,Die Hard,360,"Sorry, I was looking for",,5
Patrick Bateman,Die Hard,374,Nice. Do I have you to thank for that?,,9
Patrick Bateman,Die Hard,390,"(low, to Elli.s) You missed some.",(CONTIN.UED),6
Patrick Bateman,Die Hard,397,"Well, you fellas throw quite a Christmas party. Ellis automatically puts his hand to his face before realizing his face is clean.",(to Takagi),22
Patrick Bateman,Die Hard,434,I'm sure I'll see it later. Right now I could use a place to wash up.,,16
Patrick Bateman,Die Hard,450,"Hey, I know the type. He thought he was God's greatest gift. They both smile, a reminder of something past.",,20
Patrick Bateman,Die Hard,460,"Well, Cappy Roberts retired out here a couple years ago. He said I could bunk with him.",,17
Patrick Bateman,Die Hard,464,Pomona.,,1
Patrick Bateman,Die Hard,481,"I feel kinda stupid asking how things are going, that seems pretty obvious. He nods at her new watch. She rubs her watchband self-consciously and when she looks up McClane is staring at her.",,34
Patrick Bateman,Die Hard,486,"God, you look good.",,4
Patrick Bateman,Die Hard,559,William? ...,(on phone),2
Patrick Bateman,Die Hard,571,I'm just calling to He stops and gently taps he phone cradle. No dial tone.,,15
Patrick Bateman,Die Hard,610,Shit??? Out the windows a high-rise apartment building a half-block away sparkles with lights. Mcclane stares at a woman in her kitchen. We SEE her wipe her hands on an apron and turn to answer a telephone. It seems so easy.,,41
Patrick Bateman,Die Hard,613,Think...,,1
Hans Gruber,Die Hard,617,"Ladies and gentlemen, due to Nakatomi's legacy of greed in Third World countries, it is about to be made an example. You, unfortunately, are part of the recompense.","(soothing, in control) (CONTINUED)",28
Hans Gruber,Die Hard,625,We are going to collect identification. This is not a pillage -- we do not want your wallets or money. A driver's license or ID with a photo will do nicely. Several of the terrorists begin collecting IDs as people hunt for ID.,,43
Hans Gruber,Die Hard,631,"At present we have no intentions of hurting anyone. If our demands are not met, however -- expect that to change. Your cooperation is appreciated. i	He steps down from the desk and goes into: I","(beat, smiles)",36
Hans Gruber,Die Hard,643,Is this all?,(nods),3
Hans Gruber,Die Hard,651,No. He can't signal for help and he cannot get out. Hans feels the fabric of McClane's topcoat as Franco leaves and Takagi is brought to the office. Hans smiles.,(CONTINUED),30
Hans Gruber,Die Hard,657,". (pleasantly) Mr, Takagi, my name is Hans Gruber. Would you come with me, please?",,15
Hans Gruber,Die Hard,675,Nice suit. John Philips???London?,,4
Hans Gruber,Die Hard,680,I have two myself??? He continues whistling and enjoys Takagi's surprise.,(smiles),11
Hans Gruber,Die Hard,684,You are surprised a 'terrorist' would know fine tailors?,(CONTINUED),9
Hans Gruber,Die Hard,692,Rumor has it Arafat buys his there.,,7
Hans Gruber,Die Hard,702,"It's beautiful. I always enjoyed models as a boy. The exactness, the attention to detail. Beautiful?..",,16
Hans Gruber,Die Hard,712,Taka i looks confused. Hans puts a friendly arm around Takagi's shoulders and guides him into the adjacent boardroom where Theo types in commands onto a built-in computer console.,,29
Hans Gruber,Die Hard,719,"Mr. Takagi, I'm sure you've realized that I did.n't bring you up here to look at models or debate your business ethics. Theo types at the console.",,27
